PARID,AGAPPL,ACRES
"O49000783720000","2087","80"
"O49000783760000","2087","14.27"
"M44000724640000","211","28.25"
"M44000724680000","211","28.25"
"J37000576960000","216","215.839"
"J37000589280000","999999","20"
"J37000589360000","999999","40"
"J37000589400000","999999","19.23"
"J37000589440000","999999","18.996"
"B09000086880000","1663","20"
"I35000561640000","269","78.441"
"M45000732960000","226","79.36"
"O49000784280000","977","71.185"
"L41000645120000","235","46.192"
"L41000645200000","235","141.322"
"L41000645080000","235","41.13"
"A01000000840000","153","27.288"
"F20000306880000","636","56.166"
"D17000195200000","3154","157.597"
"F20000311240100","249","138.968"
"I34000529800000","251","8.66"
"I34000529840000","251","21.79"
"I34000530080000","251","45.421"
"M44000701240000","281","93.85"
"K40000621280000","2821","100"
"K40000621200000","1463","68.5"
"J38000606440000","291","160"
"J38000606480000","291","160"
"J38000606400300","291","16"
"A02000022680000","234","77.435"
"A02000013000100","234","85"
"A02000017520000","234","61.65"
"M44000701560200","297","186.707"
"M44000701560201","1282","40.778"
"M44000727560100","1273","13.18"
"M44000704120000","298","60"
"M44000701600000","2825","37.59"
"B09000086520000","2173","8.85"
"B09000086560000","2173","50"
"B09000086600000","2173","40"
"E18000275160000","304","65.6"
"B09000099960200","1862","12.001"
"B09000084840000","1458","80.16"
"B09000084880000","1458","0.5"
"B09000084920000","1458","49.48"
"B09000084960000","1458","39.25"
"B09000099920000","1458","40"
"B09000099960000","1458","80.305"
"M45000733960000","1458","118.611"
"D17000204040000","312","31.157"
"L41000660280000","2451","11.92"
"L41000644240000","314","131.494"
"G25000397080000","1420","59"
"C13000141120000","463","58"
"C14000169560000","463","16.611"
"C14000169680000","463","8.544"
"C13000141440000","999999","79.26"
"C13000141520000","999999","80"
"C13000141760000","691","81.221"
"C13000131040000","691","77.74"
"C13000141640000","691","49.53"
"G25000414040000","2090","40"
"G25000414080000","2090","52.02"
"G25000407080000","2090","40"
"G25000407120000","2090","44"
"G25000407160000","2090","49.33"
"G25000407280000","2090","80"
"G25000410880100","2090","11.076"
"G25000416360000","2090","40"
"A02000015400000","3042","6.056"
"A01000005240000","2107","4"
"A01000005280000","2107","58.35"
"A01000005360000","2107","80"
"A01000005400000","2107","15"
"A02000017000000","2107","59.144"
"A02000022240000","2107","25"
"N46000761520000","70","50"
"N46000761560000","70","80"
"N46000761600000","70","40"
"G25000414600000","2116","58.648"
"C13000144840300","970","35.121"
"B09000095600000","1294","27"
"B09000095640000","1294","80.261"
"A02000020240000","374","20.148"
"A02000020280000","374","44.375"
"A02000020400000","374","80.099"
"A02000020440000","948","40.002"
"B09000086040000","1913","33.33"
"B09000092560000","1913","134.61"
"B09000098280000","2301","18.702"
"B09000098320000","2301","79.696"
"B10000107240000","1913","40"
"M44000722560100","2340","26.582"
"F20000332680500","2538","33.732"
"M43000692200200","2340","15.517"
"M43000692320100","2340","91.879"
"F20000332880300","271","11.663"
"F20000332880000","999999","16.023"
"O49000791400000","820","48.59"
"M44000723440000","1009","78.78"
"M44000723480000","2184","40"
"M44000723520000","2184","55.142"
"E18000285120000","662","23.08"
"J37000576200000","1451","31.534"
"J37000596920000","1451","72.375"
"J37000596960000","1451","30"
"J37000597000000","1451","12"
"D17000240760101","2006","31.769"
"F20000337080200","1684","10.003"
"F22000349081000","2292","1.046"
"F22000349081100","2292","19.283"
"E18000292800100","135","26.877"
"E18000292800200","1997","26.877"
"E18000292840100","2392","26.795"
"E18000292840200","1278","26.795"
"E18000292760200","1278","13.478"
"E18000292760300","1278","12.522"
"E18000292720100","1997","67.243"
"G25000402600103","1352","33.879"
"G25000402520200","1142","42.842"
"G25000405160100","895","11.788"
"G25000405160200","575","44.419"
"H26000433640200","2993","22.934"
"I34000549240100","3112","76"
"I35000564240300","2423","40"
"I34000554640200","2013","9.866"
"I34000554680200","2013","22.784"
"A02000016000100","1370","91.651"
"J37000584160101","1134","27.275"
"J37000596640200","1134","1.659"
"K40000628400100","419","5.001"
"K40000632280100","1937","50.22"
"K40000633920200","1502","23.298"
"M44000704840300","1126","16.127"
"M44000706960300","1031","19.631"
"M44000706960200","2425","129.928"
"N46000747000400","1066","10"
"N46000747000500","1066","11.851"
"O49000783240100","1233","12.556"
"O49000799240200","127","47.73"
"O49000799080100","127","62.423"
"O49000799640100","416","57.594"
"G25000404040200","1820","40.361"
"B07000065760000","2227","80"
"B09000089680000","530","67.727"
"G25000402800100","1258","40"
"G25000407320000","1258","156.219"
"L41000644440000","148","40"
"B09000083440100","1850","20"
"B09000083440000","1850","20"
"B09000092080000","1850","15.978"
"D17000218360000","999999","129"
"L41000652840000","1625","61.075"
"L42000675720000","1625","10.5"
"L42000677120000","1625","6.24"
"L42000677680000","1625","83.798"
"L42000680000000","1625","89.698"
"N46000751200000","1286","100.698"
"D17000209720000","962","57.53"
"D17000230840100","962","90.607"
"D17000238240000","962","110.621"
"G25000400760000","1364","80"
"G25000400880000","1364","29"
"G25000401040000","1364","77"
"G25000401200000","1364","47.5"
"E18000273120000","1075","6"
"E18000273160000","1075","97.66"
"L41000652760000","1625","156.76"
"B09000091920000","955","40"
"B09000091960000","955","117.639"
"B09000094120000","955","76.606"
"B09000094200000","955","39.849"
"L41000653840000","1093","40"
"L41000653880000","1093","35.5"
"L41000653920000","1093","71.967"
"L41000653960000","1093","42.637"
"L41000654000000","1093","76.448"
"L41000654080000","1093","111.291"
"K40000627360000","1093","69.052"
"K40000627480000","1093","156.125"
"K40000627560200","1093","65.496"
"L41000645680100","1093","6.98"
"L41000647840100","1093","1.5"
"L41000653760000","1093","84.594"
"G25000396440000","411","76.018"
"K40000629680000","1549","24"
"K40000629720000","1549","61"
"K40000629760000","1549","56.8"
"G25000417200000","411","38.31"
"D17000218440000","1584","81.43"
"F20000326080000","425","78.227"
"F20000326040000","425","72.377"
"D17000230440000","138","101.8"
"J37000592400100","138","40.592"
"F20000309400000","576","83.896"
"G25000409720000","3172","21.536"
"G25000409800000","3172","20.31"
"L41000654320000","314","135.17"
"A02000013760000","314","40"
"A02000021520000","314","80"
"A02000022880100","314","74.157"
"A04000033200000","314","77.763"
"L41000644960000","314","38.08"
"L41000645040000","314","73.372"
"L41000645760000","314","73.3"
"L41000645800000","314","70"
"A02000013320000","2312","26.335"
"A02000014200100","357","34.937"
"I34000531200000","325","40"
"I34000531240000","325","58.237"
"A02000023080100","231",""
"J37000573600100","474","22.999"
"I34000530400000","999999","33.875"
"D17000196520000","329","9.43"
"D17000208160100","329","7.788"
"D17000223560000","330","90"
"J37000577920000","183","40"
"J37000578000000","183","80"
"N46000744000000","383","80"
"L41000661320000","999999","84.78"
"L41000661360000","999999","78.98"
"N46000741840000","39","39"
"C13000142080000","340","35"
"H28000459520000","2417","120"
"I34000541240000","1418","80"
"I34000547560200","608","151.86"
"B09000085120000","1418","39.972"
"I35000561920000","1418","77.411"
"H28000447440000","2271","80"
"H28000448200000","2271","40"
"H28000448240000","2271","80"
"N47000772440000","1624","80"
"G25000394120000","523","20"
"A03000028440100","358","4.129"
"M44000728200000","390","74.553"
"M45000733120000","477","80"
"M44000702200000","394","34.615"
"M44000702240000","394","10.148"
"M45000733360000","394","94.292"
"E18000257120000","398","25.521"
"E18000257200000","398","4.559"
"I34000532440000","2848","20.5"
"L41000647600000","1783","48.749"
"L41000647560100","1783","14.735"
"D17000198880000","1305","39.97"
"A02000021400000","500","63.94"
"D17000231920000","1847","17.47"
"D17000199120000","437","84"
"A01000001320000","2863","72.258"
"E18000279520000","1565","64.695"
"C13000144360000","2578","27"
"J37000597080000","1451","21.93"
"J37000576200100","3128","7.386"
"L41000658760000","6","80.515"
"L41000658800000","2205","72.13"
"N46000762600000","1894","1.03"
"N46000760520000","2220","77.999"
"N46000760560000","2220","40"
"K40000635200000","2219","73.814"
"F20000331560000","3017","75"
"N46000753440000","2214","80"
"N46000754040000","2214","40"
"N46000754080000","2214","40"
"F20000332760000","3017","105.8"
"G25000397040000","1872","44.257"
"O49000795000000","1649","54.852"
"G25000416720102","2268","19.029"
"K40000635520000","2243","105.352"
"B10000108600000","2951","71.063"
"E18000260640000","631","63"
"G25000405400100","3069","19.689"
"C13000131280000","646","75.614"
"C13000138480000","2920","39.137"
"C13000142960100","2920","51.405"
"A01000000240000","433","50"
"F20000324360000","1479","117.802"
"E18000274800000","1977","46.94"
"B08000077720000","1425","31.45"
"B09000087040000","3091","54.804"
"E18000258720000","396","17.389"
"K40000635920000","999999","98"
"E18000258760000","396","87.895"
"B07000067320000","2270","80"
"B07000067360000","2270","80"
"E18000290520000","469","84.917"
"B07000067320100","2270","80"
"E18000272320000","3025","80"
"B07000067400100","2270","79.33"
"E18000272440000","3025","70.978"
"O49000791880000","1058","80"
"O49000791920000","2158","35"
"O49000791960000","2158","77.055"
"O49000802280000","1324","80.949"
"O49000802320000","1324","35.803"
"O49000802400000","1324","70.53"
"D17000234840000","421","160"
"L41000658960000","1500","40"
"C13000138240000","1537","70.396"
"D17000240960000","2880","159.554"
"C13000138320000","1537","21.75"
"D17000241000000","2880","39.361"
"B09000099800000","2315","120"
"C13000138360000","1537","40"
"O49000799600100","416","54.8467"
"Q56030330680400","387","15.366"
"N46000741880000","2409","39.5"
"G25000404320100","2702","38.824"
"G25000397160000","2702","83.741"
"G25000399080100","2702","18"
"G25000404240000","2702","40"
"M44000706120000","2933","41"
"G25000408560000","2961","18.455"
"C13000142200000","1935","39.089"
"H29000467960000","17","60"
"H29000466400000","17","16.21"
"G25000408760000","566","39"
"K40000630920000","1794","31.31"
"L41000655040000","1646","38.4"
"L41000655080000","1646","15.31"
"G25000403200000","1869","76.827"
"H28000452600000","1869","80"
"H28000449800000","2371","16.95"
"G25000412680000","2371","30"
"H28000446480000","2371","153.009"
"H28000446520000","13","78.93"
"G25000407200000","2090","23.44"
"G25000407240000","2090","26.06"
"D17000207960700","702","3"
"A01000003040100","2877","3.888"
"J37000573480000","1","60"
"J37000573520000","1","78.986"
"J37000573440000","1","80"
"B09000097520200","1642","2.309"
"D17000214400000","1045","16.184"
"C13000140640200","1620","39.949"
"B09000095400500","699","12.547"
"B09000095400400","922","20.153"
"B09000100120000","1325","29.221"
"B09000095440300","2054","20.652"
"G25000409840000","3172","18.489"
"G25000409880000","3172","21.5"
"J37000584040000","812","263.845"
"G25000402800300","1746","25.325"
"G25000410120000","1746","80"
"A02000016360100","1242","7.608"
"A02000016360200","1242","3.746"
"E18000289960000","2457","134.839"
"H28000457920000","701","77.485"
"J37000596560000","2117","18.158"
"L41000652800000","1606","38.066"
"L41000652880000","1606","38.255"
"O49000781240000","2025","10"
"F20000338440200","1981","64.911"
"G25000417960000","1981","13.33"
"I34000556440000","2520","14.997"
"I34000556400000","2865","156.944"
"I34000556400100","2865","3.056"
"I34000556440200","1975","15.003"
"I34000556320000","2865","20"
"I34000556440100","2523","50"
"I34000556520000","2523","77.346"
"I34000556520100","2523","2.654"
"G25000418120000","2550","155.402"
"J37000601400000","547","76.881"
"N46000764200000","2638","75"
"N46000764240000","2638","10"
"N46000764320000","2638","46.1"
"N46000764360000","2638","66"
"N46000745280100","2654","21.178"
"N46000745320100","2654","41.779"
"N46000764720000","2491","163"
"N46000750880200","2653","53.581"
"N46000764680000","2653","82.586"
"N46000747040000","2653","80"
"E18000252640000","95","80"
"E18000252680000","95","120"
"E18000289160000","2469","21.057"
"G25000389800100","1754","9.795"
"E18000252080000","1","80"
"E18000252120000","1","162.553"
"E18000252160000","1","33.25"
"J36000568320000","1","105"
"J37000573400000","1","80"
"L41000647120300","218","35.46"
"O49000801120000","886","100"
"O49000786160000","2078","26.91"
"O49000801920200","3133","67.666"
"L41000653520000","1655","12.464"
"G25000404680100","1693","5.68"
"G25000404720000","1693","17.442"
"F20000334280500","2966","26.099"
"C13000144400000","2578","51.38"
"H28000459440000","1883","117.282"
"A02000023560000","2109","116.51"
"B07000067000200","1344","27.655"
"E18000290360000","2683","2.667"
"E18000290360200","2683","31.197"
"E18000290360300","2683","25.136"
"E18000290120000","1516","62.92"
"E18000290160000","1516","152.13"
"E18000290200000","1516","30.09"
"E18000290240000","1660","69.927"
"E18000271080300","1516","34.982"
"F20000337240000","645","78.94"
"F20000337320000","161","140"
"F20000337360000","158","17.99"
"F20000338320000","2514","50"
"F20000338160000","2514","25"
"F20000338200000","2514","39.37"
"F20000338240000","2514","6"
"F20000338000000","2514","41.553"
"F20000338480000","2514","10.019"
"F20000338520000","2514","31.763"
"F20000338560000","2514","53.837"
"F20000320440000","2514","63"
"F20000320480000","2514","25"
"F20000320520000","2514","40"
"F20000304560000","2514","25"
"I34000556240000","2837","40"
"F20000338120000","2837","7.67"
"E18000291000100","2552","28.921"
"C13000144280000","2552","78.897"
"G25000411360000","701","69.399"
"G25000411400000","701","40"
"G25000411440000","701","78"
"G25000411480000","701","38.65"
"O49000782800000","2594","137.56"
"O49000790760000","2593","20"
"O49000790800000","2593","40"
"O49000790840100","2593","38.434"
"C13000129600000","2713","80"
"E18000265920000","872","120"
"E18000270120000","872","70"
"F20000339560100","2551","4.736"
"F20000339520100","2551","10.17"
"C13000137120000","160","161.47"
"E18000290280000","2683","39.6"
"B09000083560100","139","8.975"
"B09000083760000","139","9"
"B09000088200200","139","7.135"
"B09000097960200","139","8.25"
"D17000192680000","1972","25.224"
"D17000192760000","1972","40"
"D17000242440000","1972","6.05"
"M45000737280200","2315","40.65"
"K40000626920200","1542","7.478"
"D17000240840000","2001","74.866"
"G25000401920000","1167","30"
"G25000401960000","1167","38"
"K40000627920000","1542","46.1"
"G25000402000000","1167","38.632"
"K40000627960000","1542","15.61"
"F20000335560000","1777","80"
"K40000628000000","1542","15.26"
"M45000736360000","2326","1"
"M45000736440000","2326","115.41"
"B09000099880300","2330","9.928"
"I34000554640000","2979","26.952"
"K40000628080000","1542","23.4"
"K40000628120000","1542","40"
"A02000017200000","1467","134.908"
"K40000628160000","1542","76.34"
"G25000419200100","3024","17.101"
"K40000628200000","1542","61.76"
"K40000628240000","1542","80"
"B09000100320000","1562","50"
"K40000628280000","1542","42"
"B09000100440000","1562","76.071"
"K40000628320000","1542","20"
